"Correlation_Level","Correlation_Value","Sample_Size","Simulation","MeLSI_F","MeLSI_p","MeLSI_significant","Precision_5","Precision_10","Precision_20","Recall_5","Recall_10","Recall_20","Mean_Rank","AUC_ROC","Euclidean_F","Euclidean_p","Euclidean_significant","BrayCurtis_F","BrayCurtis_p","BrayCurtis_significant","Jaccard_F","Jaccard_p","Jaccard_significant","WeightedUniFrac_F","WeightedUniFrac_p","WeightedUniFrac_significant","UnweightedUniFrac_F","UnweightedUniFrac_p","UnweightedUniFrac_significant","Best_Traditional","Best_Traditional_F"
"Moderate",0.6,100,37,1.32691670667225,0.427860696517413,FALSE,0.6,0.5,0.3,0.3,0.5,0.6,39.6,0.737692307692308,1.06880953146708,0.239,FALSE,1.30025104145578,0.009,TRUE,0.95635741145552,0.594,FALSE,1.59206001227487,0.024,TRUE,0.995031417725841,0.455,FALSE,"WeightedUniFrac",1.59206001227487
"Moderate",0.6,100,48,1.65870561379077,0.00995024875621891,TRUE,0.4,0.4,0.35,0.2,0.4,0.7,23.8,0.859230769230769,1.32593616598967,0.002,TRUE,1.60118070425273,0.001,TRUE,0.926619325396917,0.649,FALSE,2.23560677313153,0.009,TRUE,0.955639831981334,0.561,FALSE,"WeightedUniFrac",2.23560677313153
"Moderate",0.6,100,49,1.33263445512548,0.407960199004975,FALSE,0.6,0.5,0.35,0.3,0.5,0.7,17.8,0.905384615384615,1.08768597054044,0.189,FALSE,1.56041437706921,0.001,TRUE,0.516352056348766,0.999,FALSE,1.61930793810156,0.043,TRUE,0.524925839185212,0.99,FALSE,"WeightedUniFrac",1.61930793810156
"None",0,100,15,1.57044882165781,0.0248756218905473,TRUE,0.8,0.4,0.2,0.4,0.4,0.4,34.3,0.778461538461538,1.30350014856537,0.003,TRUE,1.7468253727382,0.001,TRUE,0.813805322843173,0.863,FALSE,2.17938837766569,0.002,TRUE,0.975167921848147,0.516,FALSE,"WeightedUniFrac",2.17938837766569
"Moderate",0.6,100,50,1.52803955033896,0.0447761194029851,TRUE,0,0.1,0.1,0,0.1,0.2,40.625,0.726325757575758,1.17854587176524,0.05,FALSE,1.48202336189106,0.001,TRUE,0.957485006135635,0.578,FALSE,1.54990034595033,0.03,TRUE,1.05710867655913,0.361,FALSE,"WeightedUniFrac",1.54990034595033
"High",0.8,100,1,1.58922864545624,0.0149253731343284,TRUE,0.4,0.5,0.3,0.2,0.5,0.6,35.7,0.767692307692308,1.27608763714903,0.011,TRUE,1.813826986567,0.001,TRUE,0.908839807291352,0.668,FALSE,1.43515236793225,0.111,FALSE,0.868436114852853,0.729,FALSE,"BrayCurtis",1.813826986567
"High",0.8,100,38,1.37883421066856,0.223880597014925,FALSE,0.8,0.5,0.25,0.4,0.5,0.5,24.6,0.853076923076923,1.10773513390951,0.142,FALSE,1.20354418467377,0.049,TRUE,1.21963990194811,0.088,FALSE,0.808298518044618,0.678,FALSE,1.42458416653412,0.027,TRUE,"UnweightedUniFrac",1.42458416653412
"High",0.8,100,3,1.51314795925026,0.0497512437810945,TRUE,0.8,0.7,0.4,0.4,0.7,0.8,14.4,0.931538461538462,1.22730117250661,0.024,TRUE,1.53762365325907,0.001,TRUE,0.642370163845671,0.981,FALSE,1.23273526389446,0.197,FALSE,0.589620221067363,0.982,FALSE,"BrayCurtis",1.53762365325907
"High",0.8,100,4,1.65499591032317,0.00995024875621891,TRUE,0,0.1,0.1,0,0.1,0.2,44.5714285714286,0.694951664876477,1.32397094264715,0.003,TRUE,1.55940417173814,0.001,TRUE,1.26707497714333,0.083,FALSE,2.73075408823541,0.001,TRUE,0.929782842047905,0.588,FALSE,"WeightedUniFrac",2.73075408823541
"High",0.8,100,5,1.49185675184279,0.0995024875621891,FALSE,0.8,0.5,0.3,0.4,0.5,0.6,37.3,0.755384615384615,1.15902332024302,0.079,FALSE,1.24018484620019,0.042,TRUE,1.22685292860617,0.119,FALSE,0.7726022560609,0.761,FALSE,1.25496638794471,0.129,FALSE,"UnweightedUniFrac",1.25496638794471
"High",0.8,100,39,1.54902785982488,0.0248756218905473,TRUE,0,0.2,0.2,0,0.2,0.4,39.5,0.738461538461539,1.22896420766052,0.023,TRUE,1.55075824082622,0.001,TRUE,1.10860771250734,0.246,FALSE,0.970069939841019,0.444,FALSE,1.03550932343043,0.417,FALSE,"BrayCurtis",1.55075824082622
"High",0.8,100,7,1.36173186670804,0.298507462686567,FALSE,0.8,0.6,0.4,0.4,0.6,0.8,17.1,0.910769230769231,1.10573984187637,0.162,FALSE,1.69345565759109,0.001,TRUE,0.765562058269328,0.928,FALSE,1.12977126482699,0.273,FALSE,0.770320126998274,0.881,FALSE,"BrayCurtis",1.69345565759109
"High",0.8,100,8,1.49430623387411,0.0646766169154229,FALSE,0.4,0.3,0.35,0.2,0.3,0.7,25.3,0.847692307692308,1.23430766428368,0.018,TRUE,1.38354492058024,0.004,TRUE,1.24699186538026,0.079,FALSE,0.984683330134647,0.436,FALSE,1.38149815287532,0.05,FALSE,"BrayCurtis",1.38354492058024
"High",0.8,100,9,1.62824392302231,0.00995024875621891,TRUE,0.8,0.5,0.35,0.4,0.5,0.7,23.3,0.863076923076923,1.37539115612401,0.002,TRUE,1.60673204281297,0.001,TRUE,1.04906898680675,0.395,FALSE,1.63543953883095,0.043,TRUE,1.10243448798469,0.319,FALSE,"WeightedUniFrac",1.63543953883095
"None",0,100,16,1.54620310151534,0.0597014925373134,FALSE,0.4,0.3,0.3,0.2,0.3,0.6,36.1,0.764615384615385,1.20105499153234,0.03,TRUE,1.54063816480901,0.001,TRUE,1.19078285684986,0.138,FALSE,1.16329499426709,0.216,FALSE,1.18465216956631,0.175,FALSE,"BrayCurtis",1.54063816480901
"High",0.8,100,40,1.77704955056405,0.00497512437810945,TRUE,0.6,0.4,0.25,0.3,0.4,0.5,47.7,0.675384615384615,1.48593336528769,0.001,TRUE,1.98207216634548,0.001,TRUE,1.09404881883646,0.297,FALSE,1.71110710423439,0.024,TRUE,0.999965332244756,0.455,FALSE,"BrayCurtis",1.98207216634548
"High",0.8,100,11,1.60538340709548,0.0199004975124378,TRUE,0.6,0.3,0.25,0.3,0.3,0.5,41.4444444444444,0.721798134011874,1.2789787608979,0.007,TRUE,1.3618314036802,0.006,TRUE,1.06333406619308,0.373,FALSE,1.26116321737902,0.188,FALSE,1.0327446011897,0.437,FALSE,"BrayCurtis",1.3618314036802
"High",0.8,100,12,1.65061799780685,0.0248756218905473,TRUE,0.6,0.4,0.25,0.3,0.4,0.5,38.5,0.746153846153846,1.39439691435371,0.001,TRUE,1.69569398043158,0.001,TRUE,0.932261704798101,0.63,FALSE,1.20292648598787,0.219,FALSE,0.780336671913251,0.85,FALSE,"BrayCurtis",1.69569398043158
"High",0.8,100,13,1.58827727993901,0.0199004975124378,TRUE,0.4,0.3,0.2,0.2,0.3,0.4,28.7777777777778,0.818490245971162,1.24638739934385,0.019,TRUE,1.4563080938657,0.001,TRUE,1.05477515215039,0.378,FALSE,1.26148953023978,0.186,FALSE,1.1205516478133,0.287,FALSE,"BrayCurtis",1.4563080938657
"High",0.8,100,41,1.41384183710946,0.218905472636816,FALSE,1,0.5,0.25,0.5,0.5,0.5,38.3333333333333,0.745547073791349,1.1387554474416,0.111,FALSE,1.51816579868992,0.001,TRUE,0.970649509842682,0.56,FALSE,1.30479695379793,0.135,FALSE,1.01260326954232,0.431,FALSE,"BrayCurtis",1.51816579868992
