"Effect_Size","Sample_Size","Simulation","MeLSI_F","MeLSI_p","MeLSI_significant","Euclidean_F","Euclidean_p","Euclidean_significant","BrayCurtis_F","BrayCurtis_p","BrayCurtis_significant","Jaccard_F","Jaccard_p","Jaccard_significant","WeightedUniFrac_F","WeightedUniFrac_p","WeightedUniFrac_significant","UnweightedUniFrac_F","UnweightedUniFrac_p","UnweightedUniFrac_significant","Best_Traditional","Best_Traditional_F"
"Large",100,31,2.07341846413799,0.00497512437810945,TRUE,1.91406467829083,0.001,TRUE,4.46559286399156,0.001,TRUE,1.29464379366016,0.053,FALSE,2.95920363649653,0.003,TRUE,1.27804051163958,0.104,FALSE,"BrayCurtis",4.46559286399156
"Small",200,31,1.32903018844378,0.577114427860697,FALSE,0.972447132414229,0.606,FALSE,1.14923574195293,0.115,FALSE,0.711056656718695,0.948,FALSE,0.910955327542696,0.602,FALSE,0.584348270147281,0.983,FALSE,"BrayCurtis",1.14923574195293
"Medium",200,31,1.79570524974324,0.00497512437810945,TRUE,1.47270230203399,0.001,TRUE,2.34682713919721,0.001,TRUE,1.24324401598915,0.096,FALSE,2.6630121330625,0.001,TRUE,1.27104877455937,0.099,FALSE,"WeightedUniFrac",2.6630121330625
"Large",200,31,2.95201407552288,0.00497512437810945,TRUE,2.76029212133391,0.001,TRUE,8.22489251017526,0.001,TRUE,0.969464374834008,0.571,FALSE,7.88403327414646,0.001,TRUE,0.935756731953709,0.629,FALSE,"BrayCurtis",8.22489251017526
"Small",50,4,1.3267769460264,0.159203980099502,FALSE,1.1120097116326,0.137,FALSE,1.32618087460247,0.003,TRUE,0.897329077979556,0.72,FALSE,0.949427894758676,0.549,FALSE,0.941430925432989,0.612,FALSE,"BrayCurtis",1.32618087460247
"Small",50,32,1.0382051282794,0.955223880597015,FALSE,0.83473858360704,0.958,FALSE,0.886058252007794,0.834,FALSE,0.774520781437689,0.898,FALSE,0.707429835758426,0.912,FALSE,0.754022927760423,0.886,FALSE,"BrayCurtis",0.886058252007794
"Medium",50,32,1.09500797456398,0.925373134328358,FALSE,0.890801893004484,0.883,FALSE,1.17789102150091,0.072,FALSE,0.762218893239489,0.902,FALSE,1.30462377511072,0.11,FALSE,0.82778465807497,0.777,FALSE,"WeightedUniFrac",1.30462377511072
"Large",50,32,1.55203900339551,0.00995024875621891,TRUE,1.45744745775729,0.001,TRUE,3.06429937038377,0.001,TRUE,0.692547679447014,0.961,FALSE,3.58759835561613,0.001,TRUE,0.714653983001614,0.924,FALSE,"WeightedUniFrac",3.58759835561613
"Small",100,32,1.16371606020826,0.825870646766169,FALSE,0.886474828440615,0.876,FALSE,1.04495569172797,0.346,FALSE,0.933527345056309,0.644,FALSE,0.974218710459245,0.509,FALSE,0.950356839406971,0.584,FALSE,"BrayCurtis",1.04495569172797
"Medium",100,32,1.60100899797898,0.0149253731343284,TRUE,1.28994587268113,0.005,TRUE,1.71323364448531,0.001,TRUE,1.0457158968094,0.361,FALSE,1.40972915178301,0.05,FALSE,1.14498584942859,0.243,FALSE,"BrayCurtis",1.71323364448531
"Large",100,32,2.13740364322889,0.00497512437810945,TRUE,2.07378308048218,0.001,TRUE,4.59110771452842,0.001,TRUE,1.04219673120495,0.389,FALSE,3.50312076683421,0.001,TRUE,1.24355983813211,0.126,FALSE,"BrayCurtis",4.59110771452842
"Small",200,32,1.48279208229825,0.154228855721393,FALSE,1.11645084654908,0.133,FALSE,1.20486973443653,0.038,TRUE,1.09646573421182,0.267,FALSE,1.42616930842926,0.06,FALSE,1.13640052783697,0.243,FALSE,"WeightedUniFrac",1.42616930842926
"Medium",200,32,1.57314990460353,0.0646766169154229,FALSE,1.17303171925137,0.045,TRUE,2.02009961894095,0.001,TRUE,1.24446125289455,0.072,FALSE,1.69330972595466,0.012,TRUE,1.49342504200821,0.015,TRUE,"BrayCurtis",2.02009961894095
"Large",200,32,2.83234546972595,0.00497512437810945,TRUE,2.75694368499788,0.001,TRUE,7.62367779925396,0.001,TRUE,0.676493301279519,0.975,FALSE,7.94480600445013,0.001,TRUE,0.64517459379871,0.964,FALSE,"WeightedUniFrac",7.94480600445013
"Small",50,33,1.28381333300036,0.298507462686567,FALSE,1.0767454477278,0.223,FALSE,1.09839292754673,0.179,FALSE,1.27957738568846,0.099,FALSE,1.3646962400192,0.077,FALSE,1.2081783002028,0.179,FALSE,"WeightedUniFrac",1.3646962400192
"Medium",50,4,1.12237807519064,0.830845771144279,FALSE,0.90255618733161,0.843,FALSE,1.17298909856736,0.072,FALSE,0.772715424981506,0.889,FALSE,1.34316819073748,0.062,FALSE,0.783945835794356,0.845,FALSE,"WeightedUniFrac",1.34316819073748
"Medium",50,33,1.15317895043425,0.691542288557214,FALSE,1.01472316360095,0.443,FALSE,1.23810972119615,0.029,TRUE,1.07224511344764,0.354,FALSE,1.29355323647732,0.106,FALSE,1.11469532792349,0.276,FALSE,"WeightedUniFrac",1.29355323647732
"Large",50,33,1.52360032658904,0.00497512437810945,TRUE,1.44824251652696,0.001,TRUE,3.04487237313989,0.001,TRUE,0.918844062806491,0.688,FALSE,3.0258293035058,0.001,TRUE,0.969991406274732,0.56,FALSE,"BrayCurtis",3.04487237313989
"Small",100,33,1.54417676853684,0.0298507462686567,TRUE,1.22456110005,0.018,TRUE,1.21286179075658,0.039,TRUE,1.22595622728235,0.101,FALSE,1.03443921085816,0.381,FALSE,1.18539180268137,0.194,FALSE,"Jaccard",1.22595622728235
"Medium",100,33,1.45889724713572,0.124378109452736,FALSE,1.15454291960185,0.082,FALSE,1.85687629968109,0.001,TRUE,0.808094450452065,0.858,FALSE,2.05520852049502,0.001,TRUE,0.878308749915083,0.733,FALSE,"WeightedUniFrac",2.05520852049502
"Large",100,33,1.96163884407648,0.00497512437810945,TRUE,1.86883271734968,0.001,TRUE,4.32503876925652,0.001,TRUE,0.969910269145365,0.538,FALSE,5.56496675937865,0.001,TRUE,0.857664861439353,0.745,FALSE,"WeightedUniFrac",5.56496675937865
"Small",200,33,1.51368652937147,0.0995024875621891,FALSE,1.15041561239552,0.075,FALSE,1.18867040688902,0.064,FALSE,0.970234444844523,0.564,FALSE,1.15813373327216,0.217,FALSE,0.928327867182829,0.606,FALSE,"BrayCurtis",1.18867040688902
"Medium",200,33,1.91979422437027,0.00497512437810945,TRUE,1.48582640378686,0.001,TRUE,2.3695253863658,0.001,TRUE,1.06874346590938,0.32,FALSE,3.04310536598185,0.001,TRUE,1.12624630419561,0.265,FALSE,"WeightedUniFrac",3.04310536598185
"Large",200,33,2.94720958930458,0.00497512437810945,TRUE,2.84547420601568,0.001,TRUE,7.66724266488985,0.001,TRUE,0.931773213031812,0.649,FALSE,5.42141672210222,0.001,TRUE,1.01080674903102,0.459,FALSE,"BrayCurtis",7.66724266488985
"Small",50,34,1.05768315674257,0.920398009950249,FALSE,0.829944077163318,0.966,FALSE,0.87744772916579,0.855,FALSE,0.792616053703062,0.871,FALSE,0.580258388573282,0.988,FALSE,0.741951491678563,0.901,FALSE,"BrayCurtis",0.87744772916579
"Medium",50,34,1.20183863782174,0.54228855721393,FALSE,1.07970649808879,0.206,FALSE,1.15832467305896,0.102,FALSE,1.18825602311065,0.148,FALSE,1.24115608303674,0.171,FALSE,1.34945533752565,0.047,TRUE,"UnweightedUniFrac",1.34945533752565
"Large",50,1,1.96559259973353,0.00497512437810945,TRUE,1.79446091684212,0.001,TRUE,2.98380075558537,0.001,TRUE,1.2555294168934,0.071,FALSE,3.01027261488522,0.001,TRUE,1.47745461653997,0.026,TRUE,"WeightedUniFrac",3.01027261488522
"Large",50,4,1.62463814822292,0.00497512437810945,TRUE,1.48018120181116,0.001,TRUE,2.99394707288682,0.001,TRUE,0.871656802477469,0.766,FALSE,2.2943053976393,0.001,TRUE,0.916497941437829,0.626,FALSE,"BrayCurtis",2.99394707288682
"Large",50,34,1.4502997259757,0.0348258706467662,TRUE,1.2705830536325,0.006,TRUE,2.53494231988218,0.001,TRUE,1.0616415322095,0.379,FALSE,1.89427137476291,0.016,TRUE,1.24613837821523,0.157,FALSE,"BrayCurtis",2.53494231988218
"Small",100,34,1.2848081554026,0.54228855721393,FALSE,1.04310576519199,0.334,FALSE,1.15246922886863,0.099,FALSE,0.841491102823534,0.806,FALSE,1.03300650448799,0.383,FALSE,1.1025746365931,0.284,FALSE,"BrayCurtis",1.15246922886863
"Medium",100,34,1.58722278316495,0.0199004975124378,TRUE,1.37386417217222,0.002,TRUE,1.74580641848444,0.001,TRUE,1.10915540236108,0.267,FALSE,2.39331392766292,0.001,TRUE,1.28852399908765,0.087,FALSE,"WeightedUniFrac",2.39331392766292
"Large",100,34,2.2581285680746,0.00497512437810945,TRUE,2.05864016502333,0.001,TRUE,4.60246589410842,0.001,TRUE,0.997076305125733,0.503,FALSE,4.5196180685715,0.001,TRUE,0.974613962921551,0.52,FALSE,"BrayCurtis",4.60246589410842
"Small",200,34,1.22722438911392,0.860696517412935,FALSE,0.894542790035513,0.849,FALSE,1.03245110669379,0.348,FALSE,0.698868942304216,0.963,FALSE,0.767054282618489,0.849,FALSE,0.764054284239648,0.897,FALSE,"BrayCurtis",1.03245110669379
"Medium",200,34,2.00441124303661,0.00497512437810945,TRUE,1.58188429981865,0.001,TRUE,2.34182178757514,0.001,TRUE,1.12923917166038,0.226,FALSE,2.43453893636478,0.001,TRUE,1.15783383011602,0.231,FALSE,"WeightedUniFrac",2.43453893636478
"Large",200,34,3.47274955158183,0.00497512437810945,TRUE,3.40187663690123,0.001,TRUE,8.54569477235269,0.001,TRUE,1.2569747911093,0.094,FALSE,9.01014685915593,0.001,TRUE,1.34822457659242,0.067,FALSE,"WeightedUniFrac",9.01014685915593
"Small",50,35,1.3195854828735,0.213930348258706,FALSE,1.09638528864879,0.201,FALSE,1.05214798978253,0.346,FALSE,1.22362271727838,0.117,FALSE,1.07799197781586,0.309,FALSE,1.159419613878,0.25,FALSE,"Jaccard",1.22362271727838
"Medium",50,35,1.30217871358039,0.243781094527363,FALSE,1.10103859666502,0.154,FALSE,1.24484672845457,0.019,TRUE,1.14325876010054,0.193,FALSE,1.0959906306931,0.273,FALSE,1.33766738502872,0.058,FALSE,"UnweightedUniFrac",1.33766738502872
"Large",50,35,1.71922557279235,0.00497512437810945,TRUE,1.53254724586827,0.001,TRUE,2.98866831968017,0.001,TRUE,1.12136617599936,0.261,FALSE,2.92114916780633,0.001,TRUE,1.15304127270221,0.232,FALSE,"BrayCurtis",2.98866831968017
"Small",100,4,1.2528395945146,0.641791044776119,FALSE,0.992230877438306,0.542,FALSE,1.15637545860032,0.092,FALSE,0.897409833823482,0.694,FALSE,0.859462823417504,0.729,FALSE,0.858859335939791,0.759,FALSE,"BrayCurtis",1.15637545860032
"Small",100,35,1.19658213484759,0.810945273631841,FALSE,0.915064700175768,0.817,FALSE,1.09771158905489,0.204,FALSE,0.886367331191595,0.729,FALSE,0.84695048666721,0.717,FALSE,0.776584399644777,0.861,FALSE,"BrayCurtis",1.09771158905489
"Medium",100,35,1.57322932139782,0.0248756218905473,TRUE,1.32305764156784,0.002,TRUE,1.82700661891212,0.001,TRUE,0.838638898498127,0.82,FALSE,1.93264758753373,0.002,TRUE,0.773345243247659,0.86,FALSE,"WeightedUniFrac",1.93264758753373
"Large",100,35,2.11002540138312,0.00497512437810945,TRUE,1.8680998326028,0.001,TRUE,4.30863770541483,0.001,TRUE,1.19285977629202,0.139,FALSE,3.87467779663641,0.001,TRUE,1.17529020365178,0.184,FALSE,"BrayCurtis",4.30863770541483
"Small",200,35,1.59853860596487,0.0348258706467662,TRUE,1.22238442016124,0.025,TRUE,1.23236162076217,0.028,TRUE,1.25609928700168,0.077,FALSE,1.70008144550407,0.013,TRUE,1.32060302284057,0.071,FALSE,"WeightedUniFrac",1.70008144550407
"Medium",200,35,1.71584435910483,0.00497512437810945,TRUE,1.48377308862385,0.001,TRUE,2.45456753578381,0.001,TRUE,0.697066673078361,0.957,FALSE,2.77238568025399,0.001,TRUE,0.690799043344786,0.943,FALSE,"WeightedUniFrac",2.77238568025399
"Large",200,35,2.93189010692985,0.00497512437810945,TRUE,2.76057873117662,0.001,TRUE,7.63378639793431,0.001,TRUE,1.04110844363278,0.401,FALSE,7.46702767842773,0.001,TRUE,1.210823389764,0.14,FALSE,"BrayCurtis",7.63378639793431
"Small",50,36,1.25060116547361,0.36318407960199,FALSE,1.03388142746723,0.384,FALSE,1.07959633180283,0.245,FALSE,1.15339138774877,0.173,FALSE,1.10072361633552,0.274,FALSE,1.15212288397221,0.221,FALSE,"Jaccard",1.15339138774877
"Medium",50,36,1.37563915565449,0.104477611940299,FALSE,1.2080445652578,0.02,TRUE,1.58711875510224,0.001,TRUE,0.977987633939837,0.527,FALSE,1.61274128706458,0.008,TRUE,0.816733735229355,0.804,FALSE,"WeightedUniFrac",1.61274128706458
"Large",50,36,1.87189493175708,0.00497512437810945,TRUE,1.60042697943476,0.001,TRUE,3.0466241839544,0.001,TRUE,1.05944729139741,0.361,FALSE,2.82666382757704,0.001,TRUE,1.01214591285413,0.491,FALSE,"BrayCurtis",3.0466241839544
"Small",100,36,1.590689903707,0.00497512437810945,TRUE,1.21407489379216,0.035,TRUE,1.27805873807556,0.01,TRUE,0.980404273075773,0.545,FALSE,1.47895139266492,0.068,FALSE,0.8666870007458,0.723,FALSE,"WeightedUniFrac",1.47895139266492
"Medium",100,4,1.47417592329445,0.0845771144278607,FALSE,1.13596961734623,0.082,FALSE,1.56911821690378,0.001,TRUE,0.836488768784375,0.829,FALSE,1.55688562116879,0.04,TRUE,0.777414787991554,0.855,FALSE,"BrayCurtis",1.56911821690378
"Medium",100,36,1.54774856665047,0.0298507462686567,TRUE,1.22683671009452,0.019,TRUE,1.65186973128615,0.001,TRUE,1.01807723821737,0.447,FALSE,1.42506765479962,0.047,TRUE,0.945090339301201,0.592,FALSE,"BrayCurtis",1.65186973128615
"Large",100,36,1.97894427809936,0.00497512437810945,TRUE,1.85552573173818,0.001,TRUE,4.54376973110871,0.001,TRUE,0.598528020057145,0.996,FALSE,3.68029944921694,0.001,TRUE,0.605732229759157,0.978,FALSE,"BrayCurtis",4.54376973110871
"Small",200,36,1.37703282114175,0.482587064676617,FALSE,1.02624853054049,0.377,FALSE,1.18763064777699,0.064,FALSE,0.825776632904762,0.837,FALSE,1.31507195203241,0.1,FALSE,0.698366190094136,0.945,FALSE,"WeightedUniFrac",1.31507195203241
"Medium",200,36,1.84709177379859,0.00497512437810945,TRUE,1.53785477790865,0.001,TRUE,2.35670789846125,0.001,TRUE,0.83776545065701,0.83,FALSE,2.87424052773603,0.001,TRUE,0.860191856176957,0.734,FALSE,"WeightedUniFrac",2.87424052773603
"Large",200,36,2.84168735766458,0.00497512437810945,TRUE,2.65078917590797,0.001,TRUE,8.27090151765975,0.001,TRUE,0.999774599009328,0.475,FALSE,8.82861783432256,0.001,TRUE,0.878171588688872,0.685,FALSE,"WeightedUniFrac",8.82861783432256
"Small",50,37,1.39957484578283,0.0646766169154229,FALSE,1.15712488530688,0.071,FALSE,1.22151198496156,0.033,TRUE,1.06521058608052,0.361,FALSE,1.0420608286068,0.391,FALSE,1.2762244947323,0.127,FALSE,"UnweightedUniFrac",1.2762244947323
"Medium",50,37,1.56601065332702,0.00995024875621891,TRUE,1.3410932086005,0.003,TRUE,1.66615716933337,0.001,TRUE,0.998188374511779,0.497,FALSE,1.44094372742211,0.044,TRUE,0.809846733492967,0.828,FALSE,"BrayCurtis",1.66615716933337
"Large",50,37,1.85311721500317,0.00497512437810945,TRUE,1.69342759389516,0.001,TRUE,2.62161459420319,0.001,TRUE,1.36485657324102,0.028,TRUE,2.7865930147911,0.001,TRUE,1.48775565763877,0.012,TRUE,"WeightedUniFrac",2.7865930147911
"Small",100,37,1.19407669754622,0.796019900497512,FALSE,0.933153045769631,0.74,FALSE,0.960385331763902,0.609,FALSE,0.920622423667263,0.689,FALSE,0.775181151947423,0.804,FALSE,0.803914584567444,0.835,FALSE,"BrayCurtis",0.960385331763902
"Medium",100,37,1.71225352404749,0.00497512437810945,TRUE,1.34223735423582,0.002,TRUE,1.70516682256411,0.001,TRUE,1.00465106976205,0.496,FALSE,1.40063817985679,0.049,TRUE,1.00217191299043,0.474,FALSE,"BrayCurtis",1.70516682256411
"Large",100,4,2.22557063603224,0.00497512437810945,TRUE,1.96643340681152,0.001,TRUE,4.56479781239454,0.001,TRUE,1.00801017958919,0.477,FALSE,4.56855387780969,0.001,TRUE,1.29399983537388,0.091,FALSE,"WeightedUniFrac",4.56855387780969
"Large",100,37,2.15953250010122,0.00497512437810945,TRUE,1.94518244767365,0.001,TRUE,4.45252222039845,0.001,TRUE,1.0539361821885,0.365,FALSE,4.24873357910233,0.001,TRUE,1.10427365019217,0.291,FALSE,"BrayCurtis",4.45252222039845
"Small",200,37,1.54503384411579,0.0597014925373134,FALSE,1.13740690739138,0.09,FALSE,1.21894250225932,0.041,TRUE,1.14894057080217,0.202,FALSE,1.80896248568446,0.004,TRUE,1.15742293716435,0.208,FALSE,"WeightedUniFrac",1.80896248568446
"Medium",200,37,1.80408347429375,0.00497512437810945,TRUE,1.45081484758116,0.001,TRUE,2.72483067138014,0.001,TRUE,1.12684609234921,0.261,FALSE,2.40249631401564,0.001,TRUE,1.0954180196904,0.288,FALSE,"BrayCurtis",2.72483067138014
"Large",200,37,3.28047361715116,0.00497512437810945,TRUE,3.16859703122682,0.001,TRUE,8.73127838741899,0.001,TRUE,0.858632148203546,0.793,FALSE,8.12558675873591,0.001,TRUE,1.17996772529986,0.204,FALSE,"BrayCurtis",8.73127838741899
"Small",50,38,1.24100666984975,0.447761194029851,FALSE,1.01652922414415,0.429,FALSE,1.06180972559707,0.301,FALSE,0.746899512008985,0.941,FALSE,1.03079606306904,0.396,FALSE,0.750623580769714,0.906,FALSE,"BrayCurtis",1.06180972559707
"Medium",50,38,1.05156278985921,0.935323383084577,FALSE,0.838704808392028,0.942,FALSE,0.925727323125866,0.741,FALSE,0.817186329126201,0.852,FALSE,1.1499795478947,0.225,FALSE,0.701559460363743,0.918,FALSE,"WeightedUniFrac",1.1499795478947
"Large",50,38,1.79732824492268,0.00497512437810945,TRUE,1.57554087598885,0.001,TRUE,2.65495972109852,0.001,TRUE,0.908320662454577,0.695,FALSE,2.84523034989108,0.001,TRUE,1.04013803737143,0.403,FALSE,"WeightedUniFrac",2.84523034989108
"Small",100,38,1.33849865469421,0.378109452736318,FALSE,1.02578966940884,0.391,FALSE,1.08772813112302,0.184,FALSE,1.11055750372235,0.246,FALSE,0.794864259779403,0.848,FALSE,1.2736658635506,0.082,FALSE,"UnweightedUniFrac",1.2736658635506
"Medium",100,38,1.43003205252279,0.159203980099502,FALSE,1.15442757471504,0.062,FALSE,1.65115987401445,0.001,TRUE,1.08680694902832,0.313,FALSE,1.75698003647612,0.007,TRUE,1.01045973095585,0.475,FALSE,"WeightedUniFrac",1.75698003647612
"Large",100,38,2.07151360391871,0.00497512437810945,TRUE,1.90924739516494,0.001,TRUE,4.33899785776117,0.001,TRUE,0.902231087181628,0.691,FALSE,3.56752003637353,0.001,TRUE,0.862160080537606,0.742,FALSE,"BrayCurtis",4.33899785776117
"Small",200,4,1.64841406801548,0.0199004975124378,TRUE,1.23053745816145,0.016,TRUE,1.22878754456858,0.021,TRUE,1.11178966628444,0.257,FALSE,1.65747485069463,0.016,TRUE,0.930780499274438,0.605,FALSE,"WeightedUniFrac",1.65747485069463
"Small",200,38,1.50106967216656,0.114427860696517,FALSE,1.11299849823652,0.144,FALSE,1.23554585205176,0.023,TRUE,0.92419428542289,0.648,FALSE,0.907830307242267,0.582,FALSE,0.80494270367603,0.817,FALSE,"BrayCurtis",1.23554585205176
"Medium",200,38,1.79932844511496,0.00497512437810945,TRUE,1.41749331615481,0.002,TRUE,2.31721730190562,0.001,TRUE,1.29204726148896,0.062,FALSE,3.02963936273356,0.001,TRUE,1.226990528746,0.143,FALSE,"WeightedUniFrac",3.02963936273356
"Large",200,38,2.95374194858651,0.00497512437810945,TRUE,2.754126159145,0.001,TRUE,8.31967083991865,0.001,TRUE,1.04331085797676,0.38,FALSE,11.4531854770826,0.001,TRUE,0.879330158868783,0.698,FALSE,"WeightedUniFrac",11.4531854770826
"Small",50,39,1.33882970971189,0.169154228855721,FALSE,1.09267682369981,0.185,FALSE,1.04401397483047,0.338,FALSE,0.946919153862772,0.599,FALSE,1.17861502721419,0.196,FALSE,0.759991022607274,0.903,FALSE,"WeightedUniFrac",1.17861502721419
"Medium",50,39,1.28649350713719,0.318407960199005,FALSE,1.11967085960765,0.117,FALSE,1.56832946231203,0.001,TRUE,0.711914251344203,0.953,FALSE,1.24259324997111,0.158,FALSE,0.757709555988116,0.874,FALSE,"BrayCurtis",1.56832946231203
"Large",50,39,1.467687375677,0.0199004975124378,TRUE,1.3774222756113,0.002,TRUE,2.8825641634785,0.001,TRUE,0.757115683155615,0.931,FALSE,2.69923823481607,0.001,TRUE,0.873601166783587,0.741,FALSE,"BrayCurtis",2.8825641634785
"Small",100,39,1.26900261335145,0.621890547263682,FALSE,0.976301031679217,0.582,FALSE,1.14325090704618,0.114,FALSE,0.761651769866395,0.919,FALSE,0.893586620760939,0.622,FALSE,0.833707321990025,0.785,FALSE,"BrayCurtis",1.14325090704618
"Medium",100,39,1.37124402954075,0.298507462686567,FALSE,1.10638560990536,0.139,FALSE,1.50408694302846,0.001,TRUE,0.903666400833012,0.702,FALSE,1.46550993251464,0.043,TRUE,1.02864262388882,0.434,FALSE,"BrayCurtis",1.50408694302846
"Large",100,39,2.14412397418687,0.00497512437810945,TRUE,2.00172860425173,0.001,TRUE,4.50444484113381,0.001,TRUE,0.980190278076298,0.504,FALSE,6.27240118756335,0.001,TRUE,0.968853390580119,0.539,FALSE,"WeightedUniFrac",6.27240118756335
"Small",200,39,1.54477259824079,0.0796019900497512,FALSE,1.14348168875259,0.085,FALSE,1.25242860084514,0.015,TRUE,0.986582081630123,0.501,FALSE,1.05219741100701,0.377,FALSE,0.856195228124817,0.764,FALSE,"BrayCurtis",1.25242860084514
"Medium",200,4,1.7809943683986,0.00497512437810945,TRUE,1.42636974946523,0.001,TRUE,2.29539317356647,0.001,TRUE,0.977506911580332,0.538,FALSE,2.40397883921204,0.001,TRUE,1.01640810611146,0.45,FALSE,"WeightedUniFrac",2.40397883921204
"Medium",200,39,1.64840295621148,0.0398009950248756,TRUE,1.29622428613676,0.006,TRUE,1.98518242576583,0.001,TRUE,0.869738030799423,0.726,FALSE,2.29083427202948,0.002,TRUE,0.802164796012764,0.821,FALSE,"WeightedUniFrac",2.29083427202948
"Large",200,39,2.90710053262689,0.00497512437810945,TRUE,2.66618040462851,0.001,TRUE,7.47612512219043,0.001,TRUE,1.02020940569206,0.447,FALSE,7.4691090440872,0.001,TRUE,0.916121696152877,0.65,FALSE,"BrayCurtis",7.47612512219043
"Small",50,40,1.38823096030367,0.0746268656716418,FALSE,1.18983171681459,0.039,TRUE,1.24046912560786,0.038,TRUE,1.06178074648318,0.373,FALSE,0.896961749530155,0.636,FALSE,1.24413562946064,0.119,FALSE,"UnweightedUniFrac",1.24413562946064
"Medium",50,40,1.39947310754912,0.0995024875621891,FALSE,1.14252052687141,0.093,FALSE,1.30673342962172,0.012,TRUE,1.03870694523573,0.388,FALSE,1.1218413454634,0.245,FALSE,0.996119455449579,0.501,FALSE,"BrayCurtis",1.30673342962172
"Large",50,40,1.56422101400884,0.00497512437810945,TRUE,1.41681949383624,0.001,TRUE,2.96835265046519,0.001,TRUE,0.967696030485468,0.557,FALSE,2.60041898850451,0.001,TRUE,0.759896758582769,0.859,FALSE,"BrayCurtis",2.96835265046519
"Small",100,40,1.3293156307282,0.388059701492537,FALSE,1.01227171911965,0.423,FALSE,1.0267856141814,0.406,FALSE,0.951644743678492,0.586,FALSE,0.934830266238987,0.591,FALSE,0.891517202492603,0.655,FALSE,"BrayCurtis",1.0267856141814
"Medium",100,40,1.50592510305612,0.0497512437810945,TRUE,1.18362515423656,0.051,FALSE,1.55269146517109,0.001,TRUE,1.18007752357295,0.143,FALSE,1.68519043742402,0.012,TRUE,1.13399665391568,0.253,FALSE,"WeightedUniFrac",1.68519043742402
"Large",100,40,2.03474014127309,0.00497512437810945,TRUE,1.89677653196784,0.001,TRUE,4.87586942981594,0.001,TRUE,1.46412080387781,0.01,TRUE,3.79291428105783,0.001,TRUE,1.5125413867741,0.009,TRUE,"BrayCurtis",4.87586942981594
"Small",200,40,1.45396158997905,0.17910447761194,FALSE,1.12241965113461,0.132,FALSE,1.23074229749531,0.039,TRUE,0.908212476904043,0.694,FALSE,1.21904721054858,0.129,FALSE,0.892825874255135,0.676,FALSE,"BrayCurtis",1.23074229749531
"Medium",200,40,1.86311276526531,0.00497512437810945,TRUE,1.54791075598391,0.001,TRUE,2.47216250938073,0.001,TRUE,1.05297455310624,0.365,FALSE,2.44859625467208,0.001,TRUE,1.00344582864597,0.486,FALSE,"BrayCurtis",2.47216250938073
"Large",200,4,3.09307272227684,0.00497512437810945,TRUE,2.91219993348189,0.001,TRUE,8.0631914724473,0.001,TRUE,0.98516099204108,0.503,FALSE,6.05076846241122,0.001,TRUE,0.977427169088097,0.548,FALSE,"BrayCurtis",8.0631914724473
"Large",200,40,3.2488212606172,0.00497512437810945,TRUE,3.16744714252872,0.001,TRUE,8.59003731307526,0.001,TRUE,1.0561606153966,0.358,FALSE,10.9198921034794,0.001,TRUE,1.19638555593072,0.185,FALSE,"WeightedUniFrac",10.9198921034794
"Small",50,41,1.30057043818064,0.248756218905473,FALSE,1.11597424643722,0.124,FALSE,1.23956997019414,0.036,TRUE,1.04320245727674,0.383,FALSE,1.20380051813268,0.183,FALSE,1.02270572365487,0.436,FALSE,"BrayCurtis",1.23956997019414
"Medium",50,41,1.36454307154408,0.0746268656716418,FALSE,1.14040140668552,0.102,FALSE,1.38109438818187,0.004,TRUE,1.02711500719309,0.424,FALSE,1.04741067271219,0.365,FALSE,0.993555914956866,0.502,FALSE,"BrayCurtis",1.38109438818187
"Large",50,41,1.54561129912057,0.00497512437810945,TRUE,1.50297390993755,0.001,TRUE,3.0731803899715,0.001,TRUE,0.822874784022171,0.848,FALSE,3.3185856317466,0.001,TRUE,0.721576815198784,0.904,FALSE,"WeightedUniFrac",3.3185856317466
"Small",100,41,1.40210531735913,0.174129353233831,FALSE,1.05951734791974,0.256,FALSE,1.07287070829545,0.242,FALSE,1.07719696080325,0.333,FALSE,0.765595220181307,0.86,FALSE,1.04741369640758,0.387,FALSE,"Jaccard",1.07719696080325
"Medium",100,41,1.3715963206951,0.278606965174129,FALSE,1.09324327519919,0.182,FALSE,1.51731087996187,0.001,TRUE,1.01278227397022,0.455,FALSE,1.59515119921052,0.017,TRUE,0.90421879034469,0.666,FALSE,"WeightedUniFrac",1.59515119921052
"Large",100,41,2.17693778362914,0.00497512437810945,TRUE,2.13656308874725,0.001,TRUE,4.92531046163315,0.001,TRUE,1.13531620037113,0.222,FALSE,3.83548104873608,0.001,TRUE,1.09591061468753,0.326,FALSE,"BrayCurtis",4.92531046163315
"Small",200,41,1.29904969850494,0.641791044776119,FALSE,0.987511824571179,0.541,FALSE,1.16942434233986,0.061,FALSE,0.795165933991891,0.88,FALSE,1.51090404925744,0.041,TRUE,0.851762608141462,0.739,FALSE,"WeightedUniFrac",1.51090404925744
"Medium",200,41,1.90184001442152,0.00497512437810945,TRUE,1.46684501616699,0.001,TRUE,2.28879262447295,0.001,TRUE,1.00065309361146,0.497,FALSE,3.15717218111454,0.001,TRUE,1.02075300740694,0.428,FALSE,"WeightedUniFrac",3.15717218111454
