"Feature","Weight","Directionality"
"sk__Bacteria;k__;p__Bacteroidetes;c__;o__Bacteroidetes_Order_II._Incertae_sedis;f__Rhodothermaceae;g__Rhodothermus",1.00198123560281,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium_sp._URHD0069",0.997538061059092,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter",1.00731789148529,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella",0.999969582878672,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_cepacia",1.00155589505992,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Candidatus_Saccharimonas",0.988546992450314,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Ferritrophicales;f__Ferritrophicaceae",1.00175043918586,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae",1.04659490625016,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella",1.03921682098052,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae",1.04251767387333,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__;s__[Eubacterium]_saphenum",1.0025550783039,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus",0.983323116033334,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Cyanobacteria;c__;o__Synechococcales;f__Pseudanabaenaceae",0.966793448815203,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mutans",1.01869837718103,"Psoriasis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_genitalium",1.00131460595125,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae",1.12198715525483,"Healthy"
"sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema",1.00717810607927,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae",1.00710540171799,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga",0.9993894499816,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter",0.997868294730149,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Hungateiclostridiaceae;g__Mageeibacillus;s__Mageeibacillus_indolicus",0.992235329175086,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri",1.00027515834149,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Gordoniaceae",1.01214063943238,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma_aerolatum",1.01822941976054,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Family_X._Incertae_Sedis;g__Thermicanus;s__Thermicanus_aegyptius",0.998883056931704,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia",1.8877121412986,"Psoriasis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella_forsythia",1.00221312671904,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae",0.989642202614804,"Psoriasis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae",2.31398230443102,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella",1.03734859183163,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae",0.961965781857632,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_putida",0.998505541460504,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera;s__Aquisphaera_giovannonii",1.00059792006074,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera",1.05222828809415,"Psoriasis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Pseudoclavibacter",0.994043634206742,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus",0.997807908942722,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas_axialensis",1.00012374269588,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter",0.932435197402177,"Psoriasis"
"sk__Bacteria;k__;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales",0.987733690852468,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae",1.26609353339187,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus",1.03737759691537,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter",1.0022643267718,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae",1.00808782700998,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales",1.01293352121782,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Candidatus_Abawacabacteria",0.992380082479395,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Planctomycetes",1.02003219704354,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga",1.08164589268031,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__;o__;f__;g__;s__anaerobic_bacterium_TOL",0.986001599728398,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter",1.0403645189205,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus",1.00907816328427,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_lactis",1.02578181780503,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira",1.00029735161692,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Pseudopropionibacterium",0.999055635076854,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Effusibacillus",0.999109509181475,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella",1.74180414599868,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Aeribacillus",0.961955260144666,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__Reyranella",0.995197711065412,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pseudarcicella",1.00858039376901,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli",1.69092839228227,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Kiritimatiellaeota;c__Kiritimatiellae",0.999858025745513,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales",0.982907407785551,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Candidatus_Moranbacteria",0.997060667934495,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae;g__Psychromonas",1.04223973973767,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales",0.928745953261552,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_cereus",0.996775057511379,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae",0.996044034382441,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisoma",1.10112875902028,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae",0.99923942689623,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Terrisporobacter",0.95980544005914,"Psoriasis"
"sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__;s__Coriobacteriaceae_bacterium_68-1-3",0.983718371530613,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales",1.00443068073884,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_vesicularis",1.00345899380035,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Anaeroglobus",1.01294454484233,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_plantarum",0.97830366225613,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_sp._SRR-33",0.998655697827638,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc",1.25305406190537,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Fonticella",1.01185638570579,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Candidatus_Nardonella;s__Candidatus_Nardonella_dryophthoridicola",0.998784686045928,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum",1.00203965114971,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp._oral_clone_FW035",0.997518503170052,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens",1.00623581212977,"Psoriasis"
"sk__Archaea;k__;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium",1.00156057867605,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae",0.98697547743244,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia_tropica",0.990644633283993,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_septicus",1.00292980368375,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia",1.00090538550404,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae",1.00368707608748,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas",1.00122595979615,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium",1.00300328268559,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Thermomonospora",1.00241807741955,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae",0.985347295556756,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales",1.07754054871908,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia",1.26478403068871,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._3-BN",0.999185397071821,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae",0.992417160626813,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium",1.29870501872921,"Psoriasis"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales",0.9988774244361,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Candidatus_Nomurabacteria",0.989279285489122,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio",1.0009158142449,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas",0.99492409058901,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus_piscis",0.950308679463448,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia",1.08105240719637,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Candidatus_Adlerbacteria",1.02001631890967,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter",1.00257150942153,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia",1.00358543296582,"Healthy"
"sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma",0.98584999986337,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Yaniella",0.99825186715699,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Acidaminococcales",0.998209814964844,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia",1.3457402495684,"Psoriasis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium",1.29489622862291,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae",1.11847946555595,"Psoriasis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Acidothermales;f__Acidothermaceae;g__Acidothermus",1.00142179872933,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__;f__;g__Ezakiella",1.47015376199346,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_sp._Marseille-P2143",0.98714534439296,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium",0.99906153059313,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Helcococcus",1.01545059063148,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter",1.13142832603399,"Healthy"
"sk__Bacteria;k__;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Aridibacter",0.998575379299493,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Globicatella",1.03126459556146,"Healthy"
"sk__Bacteria;k__;p__Cyanobacteria;c__;o__Synechococcales",1.00598743293158,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__;s__Eubacteriaceae_bacterium_CHKCI004",0.999119900997259,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Azohydromonas",0.999063394192475,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus",0.993661861481404,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alloiococcus",1.14864789964583,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina",0.998581877849164,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella",1.05797135122113,"Psoriasis"
"sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Parviterribacteraceae;g__Parviterribacter",0.999773293256332,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Neofamilia;s__Neofamilia_massiliensis",0.999217906128529,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_lacrimalis",1.00315326247251,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella",1.05746223949639,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_genomosp._C1",0.994258138179169,"Atopic_Dermatitis"
"sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Fabales;f__Fabaceae;g__Ammopiptanthus",0.991713533725222,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales",1.04872675729372,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter",0.976095890698027,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales",1.76883446242254,"Healthy"
"sk__Bacteria;k__;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__Ardenticatenaceae",0.991198190390722,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia",0.947805071233547,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter",1.01940844711989,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Candidatus_Nardonella",1.00183166462898,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides",1.13806407148018,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales",0.990843957956144,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia",1.00271029632628,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__Chryseolinea",0.993233878861454,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides",1.05615319927612,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae",0.949497307390087,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Erysipelotrichia",0.996847534597616,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae",0.965336316648358,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus",1.14824340406632,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__;f__;g__Kallipyga",1.0001525858361,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys",0.997938140548259,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella",1.00841452446988,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium",1.9067272557556,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae",0.961120091252512,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes",0.990900490706438,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_elongata",1.00334844151149,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae",1.02610467111237,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia_sp._ARS148-11",0.99987080388768,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Buttiauxella",1.0744226389069,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae",1.02606358507507,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp._EM205",0.999437717502018,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales",1.00844664649082,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_fermentum",0.993875071628249,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae",0.956386244344991,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_sp._SJ-2013",1.00209949267702,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Dietziaceae",0.90681018682781,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales",1.00019460753725,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__;s__Veillonellaceae_bacterium_DJF_CR19",1.02825016666447,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella",0.994839441048309,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae",1.00079607402314,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica",0.99922117468734,"Atopic_Dermatitis"
