"dataset","n_samples","n_taxa","melsi_F","melsi_p","melsi_significant","melsi_time","euclidean_F","euclidean_p","euclidean_significant","euclidean_time"
"Null_Synthetic",100,200,1.28389395928682,0.486842105263158,FALSE,103.163962125778,1.01379947366939,0.447368421052632,FALSE,0.0154809951782227
"Null_RealShuffled",200,123,1.21498534858196,0.539473684210526,FALSE,775.717181921005,0.85864225634882,0.592105263157895,FALSE,0.0394539833068848
