"dataset","n_samples","n_taxa","effect_size","melsi_with_prefilter_F","melsi_with_prefilter_p","melsi_with_prefilter_time","melsi_without_prefilter_F","melsi_without_prefilter_p","melsi_without_prefilter_time","F_improvement","time_reduction"
"Prefilter_Test1",100,500,"small",1.44492259252205,0.0657894736842105,282.856559038162,0.99962959172644,0.0666666666666667,551.72775387764,0.445293000795606,268.871194839478
"Prefilter_Test2",100,200,"medium",1.43510125176112,0.131578947368421,99.2022619247437,1.01048458092789,0.12,131.729167938232,0.424616670833231,32.5269060134888
"Prefilter_Test3",100,100,"large",2.80066765804136,0.0131578947368421,67.4759550094604,1.86534806634935,0,77.1610009670258,0.935319591692013,9.68504595756531
