"n_samples","n_taxa","MeLSI_time_sec","MeLSI_F","Best_Traditional","Best_Traditional_F","Best_Traditional_time_sec","Euclidean_time_sec","BrayCurtis_time_sec"
20,200,185.435326099396,1.2218229793583,"BrayCurtis",1.1328641951187,0.0136168003082275,0.0118470191955566,0.0136168003082275
50,200,181.630919933319,1.26349980283447,"BrayCurtis",1.2217893688589,0.0293130874633789,0.0277090072631836,0.0293130874633789
100,200,238.154262065887,1.5102007319807,"BrayCurtis",1.67599404677645,0.0869050025939941,0.0879268646240234,0.0869050025939941
200,200,480.047610998154,1.54796361181331,"BrayCurtis",2.25442123812179,0.310994148254395,0.30306601524353,0.310994148254395
500,200,2244.29246807098,2.42424271007838,"BrayCurtis",4.31861177365642,2.32389307022095,2.53528690338135,2.32389307022095
