"m_frac","F_statistic","p_value","time_sec"
0.5,1.49191091431922,0.139303482587065,187.166903972626
0.7,1.45906484193819,0.109452736318408,213.542449951172
0.8,1.44171704966194,0.134328358208955,240.720607995987
0.9,1.42238148094485,0.124378109452736,262.188266038895
1,1.42718033456974,0.124378109452736,283.695046901703
