"n_samples","n_taxa","MeLSI_time_sec","MeLSI_F","Best_Traditional","Best_Traditional_F","Best_Traditional_time_sec","Euclidean_time_sec","BrayCurtis_time_sec"
100,50,172.148711919785,1.53214707041052,"BrayCurtis",2.01781258378725,0.0874550342559814,0.0877399444580078,0.0874550342559814
100,100,174.810643911362,1.77177908251797,"BrayCurtis",2.25779823578638,0.0816600322723389,0.0816068649291992,0.0816600322723389
100,200,248.708422899246,1.62100870876723,"BrayCurtis",1.9856983547326,0.0838918685913086,0.0821278095245361,0.0838918685913086
100,500,865.181728839874,1.42154858726274,"BrayCurtis",1.4152477412989,0.0894701480865479,0.0850489139556885,0.0894701480865479
100,1000,4373.82062387466,1.30468733874083,"BrayCurtis",1.11894967912226,0.10814905166626,0.110121965408325,0.10814905166626
