"B","F_statistic","p_value","time_sec"
10,1.43785107195638,0.17910447761194,98.7368671894073
20,1.46688449024845,0.109452736318408,160.80770611763
30,1.47811762498366,0.0895522388059701,235.024528980255
50,1.46504401562057,0.119402985074627,389.854862928391
100,1.46163591895046,0.0995024875621891,768.06040096283
