"dataset","n_samples","n_taxa","melsi_F","melsi_p","melsi_significant","melsi_time","bray_F","bray_p","bray_significant","bray_time","euclidean_F","euclidean_p","euclidean_significant","euclidean_time","jaccard_F","jaccard_p","jaccard_significant","jaccard_time","weighted_unifrac_F","weighted_unifrac_p","weighted_unifrac_significant","weighted_unifrac_time","unweighted_unifrac_F","unweighted_unifrac_p","unweighted_unifrac_significant","unweighted_unifrac_time","permanova_s_F","permanova_s_time"
"Synthetic_Weak",60,150,1.4256734559226,0.0657894736842105,FALSE,105.781589984894,1.06844522811684,0.292,FALSE,0.0411229133605957,1.20570024055913,0.051,FALSE,0.0376310348510742,1.03165681958442,0.303,FALSE,0.0388469696044922,0.661687809338196,0.884,FALSE,0.377526998519897,1.33255439053992,0.084,FALSE,0.0376849174499512,1.0600088976277,4.00543212890625e-05
"Synthetic_Medium",60,150,1.61142042592209,0.0131578947368421,TRUE,85.3184459209442,1.17245298428227,0.071,FALSE,0.0405580997467041,1.43796724439057,0.002,TRUE,0.0393528938293457,1.08893389262272,0.078,FALSE,0.0465750694274902,0.852803592386908,0.613,FALSE,0.135332107543945,1.20907229722161,0.18,FALSE,0.0421438217163086,1.15224600218082,3.00407409667969e-05
"Synthetic_Strong",60,150,1.67405743782595,0.0131578947368421,TRUE,81.7051301002502,1.2781675577711,0.013,TRUE,0.0713770389556885,1.59550986641662,0.001,TRUE,0.0599839687347412,1.14732332968172,0.012,TRUE,0.0574159622192383,0.911135660331049,0.544,FALSE,0.199598073959351,1.07222151209978,0.372,FALSE,0.0441980361938477,1.20087158526005,5.69820404052734e-05
"Real_Atlas1006_Sex",1114,123,4.8464610664259,0.0131578947368421,TRUE,4537.2530798912,4.44199954336043,0.001,TRUE,20.057874917984,4.73345511533064,0.001,TRUE,21.2148990631104,3.41399677178878,0.001,TRUE,19.9938309192657,3.78443306732311,0.007,TRUE,45.2908480167389,1.67256397003031,0.18,FALSE,19.8494122028351,3.60928969356665,0.000226974487304688
"Real_soilrep_warming",56,3853,1.48577860391979,0.171052631578947,FALSE,22278.4619500637,0.97551785211987,0.431,FALSE,0.0986969470977783,1.04221170632838,0.279,FALSE,0.0591387748718262,1.00346101080123,0.353,FALSE,0.0774569511413574,NA,NA,NA,0,NA,NA,NA,0,1.00706352308316,7.51018524169922e-05
